,year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,display_genre
709,1987,10,Livin' on a Prayer,Bon Jovi,https://www.youtube.com/watch?v=PJUdPsmN81Q,Experimental,Electronic,Electronic
711,1987,12,Everybody Have Fun Tonight,Wang Chung,https://www.youtube.com/watch?v=BoXu6QmxpJE,Experimental,Electronic,Electronic
713,1987,14,Always,Atlantic Starr,https://www.youtube.com/watch?v=rxXPV144DOc,Experimental,Electronic,Electronic
716,1987,17,Head to Toe,Lisa Lisa and Cult Jam,https://www.youtube.com/watch?v=51Iq8JmmfxY,Electronic,Pop,Electronic
718,1987,19,Mony Mony,Billy Idol,https://www.youtube.com/watch?v=sYYAv-QW38Q,Experimental,Electronic,Electronic
723,1987,24,I Want Your Sex,George Michael,https://www.youtube.com/watch?v=vldh7oQD-a4,Experimental,Electronic,Electronic
725,1987,26,Only in My Dreams,Debbie Gibson,https://www.youtube.com/watch?v=4T1t5OFOYDU,Experimental,Electronic,Electronic
737,1987,38,U Got the Look,Prince,https://www.youtube.com/watch?v=_jCuroTbqBI,Experimental,Electronic,Electronic
741,1987,42,Who's That Girl,Madonna,https://www.youtube.com/watch?v=r0qDBYiOBrc,Experimental,Electronic,Electronic
742,1987,43,You Got It All,The Jets,https://www.youtube.com/watch?v=1a7dN52k_r0,Experimental,Electronic,Electronic
744,1987,45,I Just Can't Stop Loving You,"Michael Jackson,Siedah Garrett,",https://www.youtube.com/watch?v=fKBiYBWRYDM,Experimental,Electronic,Electronic
745,1987,46,Causing a Commotion,Madonna,https://www.youtube.com/watch?v=a7Tuta8aOhs,Experimental,Electronic,Electronic
720,1987,21,The Lady in Red,Chris de Burgh,https://www.youtube.com/watch?v=Z8cetxBK9Dg,Experimental,Jazz,Jazz
727,1987,28,The Next Time I Fall,"Peter Cetera,Amy Grant,",https://www.youtube.com/watch?v=c-ENYuomYzA,Experimental,Jazz,Jazz
738,1987,39,Somewhere Out There,"Linda Ronstadt,James Ingram,",https://www.youtube.com/watch?v=Smc5FHbZtG4,Experimental,Jazz,Jazz
703,1987,4,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,https://www.youtube.com/watch?v=eH3giaIzONA,Pop,Experimental,Pop
714,1987,15,With or Without You,U2,https://www.youtube.com/watch?v=WZKnQRkWzLI,Experimental,Pop,Pop
715,1987,16,Looking for a New Love,Jody Watley,https://www.youtube.com/watch?v=tfoIbXa3g0Q,Experimental,Pop,Pop
729,1987,30,Open Your Heart,Madonna,https://www.youtube.com/watch?v=snsTmi9N9Gs,Experimental,Pop,Pop
743,1987,44,Touch Me (I Want Your Body),Samantha Fox,https://www.youtube.com/watch?v=W1btg3mpEOc,Pop,Rock,Pop
747,1987,48,Let's Wait Awhile,Janet Jackson,https://www.youtube.com/watch?v=3Tr9cK27DOA,Experimental,Pop,Pop
700,1987,1,Walk Like An Egyptian,The Bangles,https://www.youtube.com/watch?v=Cv6tuzHUuuk,Experimental,Rock,Rock
704,1987,5,Nothing's Gonna Stop Us Now,Starship,https://www.youtube.com/watch?v=3wxyN3z9PL4,Experimental,Rock,Rock
705,1987,6,C'est La Vie,Robbie Nevil,https://www.youtube.com/watch?v=CGtf9QfITQw,Experimental,Rock,Rock
706,1987,7,Here I Go Again,Whitesnake,https://www.youtube.com/watch?v=WyF8RHM1OCg,Rock,Experimental,Rock
708,1987,9,Shakedown,Bob Seger,https://www.youtube.com/watch?v=Dj8rjVOIWd0,Rock,Pop,Rock
710,1987,11,La Bamba,Los Lobos,https://www.youtube.com/watch?v=nLAWPrCUQQ0,Experimental,Rock,Rock
712,1987,13,Don't Dream It's Over,Crowded House,https://www.youtube.com/watch?v=J9gKyRmic20,Experimental,Rock,Rock
717,1987,18,I Think We're Alone Now,Tiffany,https://www.youtube.com/watch?v=w6Q3mHyzn78,Experimental,Rock,Rock
722,1987,23,I Still Haven't Found What I'm Looking For,U2,https://www.youtube.com/watch?v=e3-5YC_oHjE,Rock,Experimental,Rock
724,1987,25,Notorious,Duran Duran,https://www.youtube.com/watch?v=6AeRtYEtRX8,Rock,Experimental,Rock
726,1987,27,(I've Had) The Time of My Life,"Bill Medley,Jennifer Warnes,",https://www.youtube.com/watch?v=6eyCDj1s4NI,Experimental,Rock,Rock
728,1987,29,Lean on Me,Club Nouveau,https://www.youtube.com/watch?v=Ho3uktaR--E,Experimental,Rock,Rock
730,1987,31,Lost in Emotion,Lisa Lisa and Cult Jam,https://www.youtube.com/watch?v=If8by9Df4wM,Experimental,Rock,Rock
731,1987,32,(I Just) Died In Your Arms,Cutting Crew,https://www.youtube.com/watch?v=D_zJwAXD2Tk,Rock,Experimental,Rock
732,1987,33,Heart and Soul,T'Pau,https://www.youtube.com/watch?v=SwrYMWoqg5w,Experimental,Rock,Rock
733,1987,34,You Keep Me Hangin' On,Kim Wilde,https://www.youtube.com/watch?v=433aHgCBmeU,Experimental,Rock,Rock
734,1987,35,Keep Your Hands to Yourself,Georgia Satellites,https://www.youtube.com/watch?v=-Y7iYkLRJJY,Rock,Experimental,Rock
735,1987,36,I Knew You Were Waiting (For Me),"Aretha Franklin,George Michael,",https://www.youtube.com/watch?v=fDxzQJaA228,Experimental,Rock,Rock
736,1987,37,Control,Janet Jackson,https://www.youtube.com/watch?v=LH8xbDGv7oY,Experimental,Rock,Rock
739,1987,40,Land of Confusion,Genesis,https://www.youtube.com/watch?v=Yq7FKO5DlV0,Experimental,Rock,Rock
740,1987,41,Jacob's Ladder,Huey Lewis and the News,https://www.youtube.com/watch?v=ojPUIjiaH_I,Experimental,Rock,Rock
746,1987,47,In Too Deep,Genesis,https://www.youtube.com/watch?v=qQIO3pBFfXI,Experimental,Rock,Rock
748,1987,49,Hip to Be Square,Huey Lewis and the News,https://www.youtube.com/watch?v=LB5YkmjalDg,Experimental,Rock,Rock
749,1987,50,Will You Still Love Me?,Chicago,https://www.youtube.com/watch?v=d_l-st8Q1S0,Experimental,Rock,Rock
757,1988,8,Could've Been,Tiffany,https://www.youtube.com/watch?v=s143JBZ_mUc,Experimental,Classical,Classical
759,1988,10,Roll with It,Steve Winwood,https://www.youtube.com/watch?v=u_vkKozA8OI,Experimental,Classical,Classical
769,1988,20,I'll Always Love You,Taylor Dayne,https://www.youtube.com/watch?v=0bGdnMnq40s,Experimental,Classical,Classical
784,1988,35,A Hazy Shade of Winter,The Bangles,https://www.youtube.com/watch?v=TxrwImCJCqk,Experimental,Classical,Classical
750,1988,1,Faith,George Michael,https://www.youtube.com/watch?v=6Cs3Pvmmv0E,Experimental,Electronic,Electronic
767,1988,18,"Wild, Wild West",The Escape Club,https://www.youtube.com/watch?v=6vE5ewvxdfo,Experimental,Electronic,Electronic
770,1988,21,Man in the Mirror,Michael Jackson,https://www.youtube.com/watch?v=ul-g8rLpMvo,Experimental,Electronic,Electronic
771,1988,22,Shake Your Love,Debbie Gibson,https://www.youtube.com/watch?v=jv1YwsbIxDw,Experimental,Electronic,Electronic
775,1988,26,Shattered Dreams,Johnny Hates Jazz,https://www.youtube.com/watch?v=ctwqa3QCwMw,Experimental,Electronic,Electronic
777,1988,28,Naughty Girls (Need Love Too),Samantha Fox,https://www.youtube.com/watch?v=pXEN57rFnIM,Electronic,Experimental,Electronic
779,1988,30,Love Bites,Def Leppard,https://www.youtube.com/watch?v=W4XiSFyYRE8,Experimental,Electronic,Electronic
785,1988,36,The Way You Make Me Feel,Michael Jackson,https://www.youtube.com/watch?v=l2OC4BxjzLM,Experimental,Electronic,Electronic
794,1988,45,Monkey,George Michael,https://www.youtube.com/watch?v=CHb2XYeXcJI,Experimental,Electronic,Electronic
795,1988,46,Devil Inside,INXS,https://www.youtube.com/watch?v=hv_zJrO_ptk,Electronic,Pop,Electronic
799,1988,50,What Have I Done to Deserve This?,"Pet Shop Boys,Dusty Springfield,",https://www.youtube.com/watch?v=Wn9E5i7l-Eg,Experimental,Electronic,Electronic
763,1988,14,The Flame,Cheap Trick,https://www.youtube.com/watch?v=muhFxXce6nA,Experimental,Folk,Folk
776,1988,27,Father Figure,George Michael,https://www.youtube.com/watch?v=m_9hfHvQSNo,Experimental,Folk,Folk
781,1988,32,Foolish Beat,Debbie Gibson,https://www.youtube.com/watch?v=qf8BoWKeHow,Experimental,Folk,Folk
793,1988,44,Together Forever,Rick Astley,https://www.youtube.com/watch?v=yPYZpwSpKmA,Experimental,Hip-Hop,Hip-Hop
754,1988,5,Sweet Child o' Mine,Guns N' Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,Experimental,Jazz,Jazz
756,1988,7,Heaven Is a Place on Earth,Belinda Carlisle,https://www.youtube.com/watch?v=s3vTXkKReuw,Experimental,Jazz,Jazz
761,1988,12,Wishing Well,Terence Trent D'Arby,https://www.youtube.com/watch?v=ynIHsHYaig0,Jazz,Experimental,Jazz
762,1988,13,Anything for You,Gloria Estefan and Miami Sound Machine,https://www.youtube.com/watch?v=4uLl8aA95zA,Jazz,Classical,Jazz
778,1988,29,A Groovy Kind of Love,Phil Collins,https://www.youtube.com/watch?v=HsC_SARyPzk,Experimental,Jazz,Jazz
782,1988,33,Where Do Broken Hearts Go,Whitney Houston,https://www.youtube.com/watch?v=wa3tfVjGCQ8,Experimental,Jazz,Jazz
786,1988,37,"Don't Worry, Be Happy",Bobby McFerrin,https://www.youtube.com/watch?v=d-diB65scQU,Experimental,Jazz,Jazz
796,1988,47,Should've Known Better,Richard Marx,https://www.youtube.com/watch?v=TpKxH2dDqEM,Experimental,Jazz,Jazz
798,1988,49,The Loco-Motion,Kylie Minogue,https://www.youtube.com/watch?v=POWsFzSFLCE,Jazz,Rock,Jazz
753,1988,4,Never Gonna Give You Up,Rick Astley,https://www.youtube.com/watch?v=ds8sVhxdvfA,Experimental,Pop,Pop
758,1988,9,Hands to Heaven,Breathe,https://www.youtube.com/watch?v=KC5InWPjtL8,Experimental,Pop,Pop
764,1988,15,"Get Outta My Dreams, Get into My Car",Billy Ocean,https://www.youtube.com/watch?v=zNgcYGgtf8M,Pop,Rock,Pop
765,1988,16,Seasons Change,Exposé,https://www.youtube.com/watch?v=IeGIC2FnZGA,Pop,Experimental,Pop
766,1988,17,Is This Love,Whitesnake,https://www.youtube.com/watch?v=GOJk0HW_hJw,Experimental,Pop,Pop
751,1988,2,Need You Tonight,INXS,https://www.youtube.com/watch?v=F93ywiGMDnQ,Experimental,Rock,Rock
752,1988,3,Got My Mind Set on You,George Harrison,https://www.youtube.com/watch?v=_71w4UA2Oxo,Experimental,Rock,Rock
755,1988,6,So Emotional,Whitney Houston,https://www.youtube.com/watch?v=0YjSHbA6HQQ,Experimental,Rock,Rock
760,1988,11,One More Try,George Michael,https://www.youtube.com/watch?v=bG5N3GC-m20,Experimental,Rock,Rock
768,1988,19,Pour Some Sugar on Me,Def Leppard,https://www.youtube.com/watch?v=0UIB9Y4OFPs,Rock,Experimental,Rock
772,1988,23,Simply Irresistible,Robert Palmer,https://www.youtube.com/watch?v=UrGw_cOgwa8,Experimental,Rock,Rock
773,1988,24,Hold On to the Nights,Richard Marx,https://www.youtube.com/watch?v=LBmNTLxclXE,Experimental,Rock,Rock
774,1988,25,Hungry Eyes,Eric Carmen,https://www.youtube.com/watch?v=2ssCL292DQA,Experimental,Rock,Rock
780,1988,31,Endless Summer Nights,Richard Marx,https://www.youtube.com/watch?v=1NvsMKYgCsM,Experimental,Rock,Rock
783,1988,34,Angel,Aerosmith,https://www.youtube.com/watch?v=CBTOGVb_cQg,Rock,Experimental,Rock
787,1988,38,Make Me Lose Control,Eric Carmen,https://www.youtube.com/watch?v=fQlKa1IeZF8,Experimental,Rock,Rock
788,1988,39,Red Red Wine,UB40,https://www.youtube.com/watch?v=zXt56MB-3vc,Experimental,Rock,Rock
789,1988,40,She's Like the Wind,Patrick Swayze,https://www.youtube.com/watch?v=lU9p1WRfA9w,Experimental,Rock,Rock
790,1988,41,Bad Medicine,Bon Jovi,https://www.youtube.com/watch?v=eOUtsybozjg,Experimental,Rock,Rock
791,1988,42,Kokomo,The Beach Boys,https://www.youtube.com/watch?v=fJWmbLS2_ec,Experimental,Rock,Rock
792,1988,43,I Don't Wanna Go on with You Like That,Elton John,https://www.youtube.com/watch?v=kaJRvZZBnX8,Experimental,Rock,Rock
797,1988,48,I Don't Wanna Live Without Your Love,Chicago,https://www.youtube.com/watch?v=kGU_-fnSQI8,Experimental,Rock,Rock
800,1989,1,Look Away,Chicago,https://www.youtube.com/watch?v=2uKLTtVqQpE,Experimental,Classical,Classical
802,1989,3,Every Rose Has Its Thorn,Poison,https://www.youtube.com/watch?v=j2r2nDhTzO4,Experimental,Classical,Classical
810,1989,11,Right Here Waiting,Richard Marx,https://www.youtube.com/watch?v=S_E2EHVxNAE,Classical,Experimental,Classical
812,1989,13,Lost in Your Eyes,Debbie Gibson,https://www.youtube.com/watch?v=8Ms3mJFkSeg,Classical,Jazz,Classical
823,1989,24,If You Don't Know Me by Now,Simply Red,https://www.youtube.com/watch?v=zTcu7MCtuTs,Experimental,Classical,Classical
826,1989,27,How Can I Fall?,Breathe,https://www.youtube.com/watch?v=PwZ4erdJZRA,Classical,Experimental,Classical
830,1989,31,The Living Years,Mike + The Mechanics,https://www.youtube.com/watch?v=5hr64MxYpgk,Experimental,Classical,Classical
833,1989,34,When I See You Smile,Bad English,https://www.youtube.com/watch?v=cu6pclWsxzs,Experimental,Classical,Classical
836,1989,37,When I'm with You,Sheriff,https://www.youtube.com/watch?v=JyIGlUoTh9I,Experimental,Classical,Classical
801,1989,2,My Prerogative,Bobby Brown,https://www.youtube.com/watch?v=5cDLZqe735k,Experimental,Electronic,Electronic
803,1989,4,Straight Up,Paula Abdul,https://www.youtube.com/watch?v=El1kgCqD7Xk,Experimental,Electronic,Electronic
804,1989,5,Miss You Much,Janet Jackson,https://www.youtube.com/watch?v=IVF0zcqr9Dg,Electronic,Experimental,Electronic
805,1989,6,Cold Hearted,Paula Abdul,https://www.youtube.com/watch?v=o7aShcmEksw,Experimental,Electronic,Electronic
807,1989,8,Girl You Know It's True,Milli Vanilli,https://www.youtube.com/watch?v=RdSmokR0Enk,Experimental,Electronic,Electronic
817,1989,18,She Drives Me Crazy,Fine Young Cannibals,https://www.youtube.com/watch?v=UtvmTu4zAMg,Experimental,Electronic,Electronic
819,1989,20,Two Hearts,Phil Collins,https://www.youtube.com/watch?v=SidxJz94Svs,Electronic,Experimental,Electronic
824,1989,25,Like a Prayer,Madonna,https://www.youtube.com/watch?v=79fzeNUqQbQ,Experimental,Electronic,Electronic
825,1989,26,I'll Be Loving You (Forever),New Kids on the Block,https://www.youtube.com/watch?v=ZT_7UjCVELg,Experimental,Electronic,Electronic
827,1989,28,Baby Don't Forget My Number,Milli Vanilli,https://www.youtube.com/watch?v=JhyzGDPwmYU,Experimental,Electronic,Electronic
835,1989,36,Buffalo Stance,Neneh Cherry,https://www.youtube.com/watch?v=JWsRz3TJDEY,Electronic,Hip-Hop,Electronic
843,1989,44,Batdance,Prince,https://www.youtube.com/watch?v=ulOLYnOthIw,Experimental,Electronic,Electronic
845,1989,46,Real Love,Jody Watley,https://www.youtube.com/watch?v=r-FUquLYdxQ,Experimental,Electronic,Electronic
847,1989,48,Every Little Step,Bobby Brown,https://www.youtube.com/watch?v=P0FKzPfsxA4,Experimental,Electronic,Electronic
848,1989,49,Hangin' Tough,New Kids on the Block,https://www.youtube.com/watch?v=By86PcLufOU,Experimental,Electronic,Electronic
849,1989,50,My Heart Can't Tell You No,Rod Stewart,https://www.youtube.com/watch?v=NtNKowPiB2w,Experimental,Electronic,Electronic
806,1989,7,Wind Beneath My Wings,Bette Midler,https://www.youtube.com/watch?v=0iAzMRKFX3c,Experimental,Folk,Folk
844,1989,45,Rock On,Michael Damian,https://www.youtube.com/watch?v=K2v-DMpgO7o,Experimental,Folk,Folk
832,1989,33,Wild Thing,Tone Loc,https://www.youtube.com/watch?v=387ZDGSKVSg,Hip-Hop,Electronic,Hip-Hop
813,1989,14,Don't Wanna Lose You,Gloria Estefan,https://www.youtube.com/watch?v=J1x1WGtePSE,Jazz,Experimental,Jazz
815,1989,16,Girl I'm Gonna Miss You,Milli Vanilli,https://www.youtube.com/watch?v=ZbUENJ5FjBk,Jazz,Experimental,Jazz
820,1989,21,Blame It on the Rain,Milli Vanilli,https://www.youtube.com/watch?v=BI5IA8assfk,Jazz,Electronic,Jazz
821,1989,22,Listen to Your Heart,Roxette,https://www.youtube.com/watch?v=yCC_b5WHLX0,Experimental,Jazz,Jazz
831,1989,32,Eternal Flame,The Bangles,https://www.youtube.com/watch?v=PSoOFn3wQV4,Experimental,Jazz,Jazz
818,1989,19,On Our Own,Bobby Brown,https://www.youtube.com/watch?v=e2sLeruRZio,Pop,Experimental,Pop
822,1989,23,I'll Be There for You,Bon Jovi,https://www.youtube.com/watch?v=mh8MIp2FOhc,Experimental,Pop,Pop
829,1989,30,Forever Your Girl,Paula Abdul,https://www.youtube.com/watch?v=0pyxKqdtrH8,Pop,Experimental,Pop
839,1989,40,Good Thing,Fine Young Cannibals,https://www.youtube.com/watch?v=We_9MthGzwk,Experimental,Pop,Pop
841,1989,42,Bust a Move,Young MC,https://www.youtube.com/watch?v=xy4FXhkm6Nw,Pop,Experimental,Pop
846,1989,47,Love Shack,The B-52's,https://www.youtube.com/watch?v=9SOryJvTAGs,Experimental,Pop,Pop
808,1989,9,"Baby, I Love Your Way/Freebird Medley",Will to Power,https://www.youtube.com/watch?v=79r_XaUU7yE,Experimental,Rock,Rock
809,1989,10,Giving You the Best That I Got,Anita Baker,https://www.youtube.com/watch?v=8lbJgOJIS_8,Experimental,Rock,Rock
811,1989,12,Waiting For a Star to Fall,Boy Meets Girl,https://www.youtube.com/watch?v=RhxF9Qg5mOU,Experimental,Rock,Rock
814,1989,15,Heaven,Warrant,https://www.youtube.com/watch?v=rrSdXtFJG20,Experimental,Rock,Rock
816,1989,17,The Look,Roxette,https://www.youtube.com/watch?v=LlVI7ZNiFlI,Rock,Experimental,Rock
828,1989,29,Toy Soldiers,Martika,https://www.youtube.com/watch?v=LvdLovAaYzM,Experimental,Rock,Rock
834,1989,35,If I Could Turn Back Time,Cher,https://www.youtube.com/watch?v=9n3A_-HRFfc,Experimental,Rock,Rock
837,1989,38,Don't Rush Me,Taylor Dayne,https://www.youtube.com/watch?v=1rPOg6VnzV8,Experimental,Rock,Rock
838,1989,39,Born to Be My Baby,Bon Jovi,https://www.youtube.com/watch?v=ZBDZ6QU3E5Q,Experimental,Rock,Rock
840,1989,41,The Lover in Me,Sheena Easton,https://www.youtube.com/watch?v=EuX1TxzNatY,Experimental,Rock,Rock
842,1989,43,"Once Bitten, Twice Shy",Great White,https://www.youtube.com/watch?v=cTBIKNCsOXU,Experimental,Rock,Rock
884,1990,35,We Didn't Start the Fire,Billy Joel,https://www.youtube.com/watch?v=XEsEsaVIzTg,Blues,Experimental,Blues
851,1990,2,It Must Have Been Love,Roxette,https://www.youtube.com/watch?v=k2C5TjS2sh4,Experimental,Classical,Classical
852,1990,3,Nothing Compares 2 U,Sinéad O'Connor,https://www.youtube.com/watch?v=0-EF60neguk,Experimental,Classical,Classical
861,1990,12,How Am I Supposed to Live Without You,Michael Bolton,https://www.youtube.com/watch?v=YFood_bTOX4,Classical,Experimental,Classical
869,1990,20,Don't Know Much,"Linda Ronstadt,Aaron Neville,",https://www.youtube.com/watch?v=RvTvSSztu50,Experimental,Classical,Classical
888,1990,39,I'll Be Your Everything,Tommy Page,https://www.youtube.com/watch?v=rTki_oqDLqk,Experimental,Classical,Classical
850,1990,1,Hold On,Wilson Phillips,https://www.youtube.com/watch?v=uIbXvaE39wM,Experimental,Electronic,Electronic
854,1990,5,Vogue,Madonna,https://www.youtube.com/watch?v=GuJQSAiODqI,Experimental,Electronic,Electronic
856,1990,7,Another Day in Paradise,Phil Collins,https://www.youtube.com/watch?v=Qt2mbGP6vFI,Experimental,Electronic,Electronic
857,1990,8,Hold On,En Vogue,https://www.youtube.com/watch?v=uIbXvaE39wM,Experimental,Electronic,Electronic
858,1990,9,Cradle of Love,Billy Idol,https://www.youtube.com/watch?v=NCZuYS-9qaw,Experimental,Electronic,Electronic
860,1990,11,Do Me!,Bell Biv DeVoe,https://www.youtube.com/watch?v=ZieygZyvw4A,Experimental,Electronic,Electronic
862,1990,13,Pump Up the Jam,Technotronic,https://www.youtube.com/watch?v=9EcjWd-O4jI,Experimental,Electronic,Electronic
863,1990,14,Opposites Attract,Paula Abdul,https://www.youtube.com/watch?v=xweiQukBM_k,Experimental,Electronic,Electronic
864,1990,15,Escapade,Janet Jackson,https://www.youtube.com/watch?v=UFX3gQHIroU,Experimental,Electronic,Electronic
865,1990,16,All I Wanna Do Is Make Love to You,Heart,https://www.youtube.com/watch?v=OAfxs0IDeMs,Experimental,Electronic,Electronic
868,1990,19,Release Me,Wilson Phillips,https://www.youtube.com/watch?v=gcNyk54b3ZU,Experimental,Electronic,Electronic
871,1990,22,I Wanna Be Rich,Calloway,https://www.youtube.com/watch?v=Ztk9t_m1FpY,Experimental,Electronic,Electronic
875,1990,26,The Power,Snap!,https://www.youtube.com/watch?v=nm6DO_7px1I,Electronic,Experimental,Electronic
876,1990,27,(Can't Live Without Your) Love and Affection,Nelson,https://www.youtube.com/watch?v=x1W6-ErrHls,Experimental,Electronic,Electronic
878,1990,29,Don't Wanna Fall in Love,Jane Child,https://www.youtube.com/watch?v=zWd__w5UWVc,Electronic,Experimental,Electronic
880,1990,31,Sending All My Love,Linear,https://www.youtube.com/watch?v=WE-5KBuDG4k,Experimental,Electronic,Electronic
881,1990,32,Unskinny Bop,Poison,https://www.youtube.com/watch?v=Xk5y4wvsLyY,Experimental,Electronic,Electronic
885,1990,36,I Don't Have the Heart,James Ingram,https://www.youtube.com/watch?v=x65ZPd11gxY,Experimental,Electronic,Electronic
886,1990,37,Downtown Train,Rod Stewart,https://www.youtube.com/watch?v=7vPrtOFKPWY,Experimental,Electronic,Electronic
887,1990,38,Rhythm Nation,Janet Jackson,https://www.youtube.com/watch?v=X4xwGx1-JeA,Experimental,Electronic,Electronic
891,1990,42,Back to Life (However Do You Want Me),"Soul II Soul,Caron Wheeler,",https://www.youtube.com/watch?v=TB54dZkzZOY,Experimental,Electronic,Electronic
893,1990,44,Alright,Janet Jackson,https://www.youtube.com/watch?v=hH715qFTlAc,Experimental,Electronic,Electronic
894,1990,45,Ice Ice Baby,Vanilla Ice,https://www.youtube.com/watch?v=rog8ou-ZepE,Experimental,Electronic,Electronic
898,1990,49,Come Back to Me,Janet Jackson,https://www.youtube.com/watch?v=-5ecZWwO_hQ,Electronic,Experimental,Electronic
899,1990,50,No More Lies,Michel'le,https://www.youtube.com/watch?v=MXxSncElwqI,Experimental,Electronic,Electronic
892,1990,43,Here and Now,Luther Vandross,https://www.youtube.com/watch?v=0u_u4nlYmNs,Experimental,Folk,Folk
853,1990,4,Poison,Bell Biv DeVoe,https://www.youtube.com/watch?v=l80yV7QwCWw,Jazz,Experimental,Jazz
867,1990,18,Black Velvet,Alannah Myles,https://www.youtube.com/watch?v=tkXNEmtf9tk,Experimental,Jazz,Jazz
870,1990,21,All Around the World,Lisa Stansfield,https://www.youtube.com/watch?v=JVuuatjHGnY,Jazz,Experimental,Jazz
895,1990,46,Blame It on the Rain,Milli Vanilli,https://www.youtube.com/watch?v=BI5IA8assfk,Jazz,Electronic,Jazz
897,1990,48,With Every Beat of My Heart,Taylor Dayne,https://www.youtube.com/watch?v=LLqavsL003Q,Experimental,Jazz,Jazz
882,1990,33,Step by Step,New Kids on the Block,https://www.youtube.com/watch?v=ay6GjmiJTPM,Pop,Rock,Pop
896,1990,47,Have You Seen Her,MC Hammer,https://www.youtube.com/watch?v=y7iPg7cUcFs,Experimental,Pop,Pop
855,1990,6,Vision of Love,Mariah Carey,https://www.youtube.com/watch?v=tov22NtCMC4,Experimental,Rock,Rock
859,1990,10,Blaze of Glory,Jon Bon Jovi,https://www.youtube.com/watch?v=MfmYCM4CS8o,Experimental,Rock,Rock
866,1990,17,Close to You,Maxi Priest,https://www.youtube.com/watch?v=fSR3YgUcyU4,Experimental,Rock,Rock
872,1990,23,Rub You the Right Way,Johnny Gill,https://www.youtube.com/watch?v=VUvtlmlBbDg,Experimental,Rock,Rock
873,1990,24,She Ain't Worth It,"Glenn Medeiros,Bobby Brown,",https://www.youtube.com/watch?v=XKD7HNTF2io,Experimental,Rock,Rock
874,1990,25,If Wishes Came True,Sweet Sensation,https://www.youtube.com/watch?v=wHqqraFrrd0,Experimental,Rock,Rock
877,1990,28,Love Will Lead You Back,Taylor Dayne,https://www.youtube.com/watch?v=MO6xhLtfwW0,Experimental,Rock,Rock
879,1990,30,Two to Make It Right,Seduction,https://www.youtube.com/watch?v=vd2z1Rz0-3k,Experimental,Rock,Rock
883,1990,34,Dangerous,Roxette,https://www.youtube.com/watch?v=VFNRh26TPmM,Experimental,Rock,Rock
889,1990,40,Roam,The B-52's,https://www.youtube.com/watch?v=iNwC0sp-uA4,Experimental,Spoken,Spoken
890,1990,41,Everything,Jody Watley,https://www.youtube.com/watch?v=zijBZiswYN8,Spoken,Experimental,Spoken
930,1991,31,I've Been Thinking About You,Londonbeat,https://www.youtube.com/watch?v=ixBryyQSrD8,Blues,Rock,Blues
908,1991,9,The First Time,Surface,https://www.youtube.com/watch?v=_Sz2HOAb54w,Experimental,Classical,Classical
909,1991,10,Baby Baby,Amy Grant,https://www.youtube.com/watch?v=vMXuuYnoRdI,Classical,Experimental,Classical
914,1991,15,From a Distance,Bette Midler,https://www.youtube.com/watch?v=lN4AcFzxtdE,Classical,Experimental,Classical
925,1991,26,I Don't Wanna Cry,Mariah Carey,https://www.youtube.com/watch?v=QfG1qwl-Zho,Experimental,Classical,Classical
936,1991,37,Where Does My Heart Beat Now,Celine Dion,https://www.youtube.com/watch?v=Hij_QxDkIJI,Experimental,Classical,Classical
900,1991,1,(Everything I Do) I Do It for You,Bryan Adams,https://www.youtube.com/watch?v=Y0pdQU87dc8,Experimental,Electronic,Electronic
901,1991,2,I Wanna Sex You Up,Color Me Badd,https://www.youtube.com/watch?v=Oxu3pq319r0,Electronic,Experimental,Electronic
902,1991,3,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,https://www.youtube.com/watch?v=LaTGrV58wec,Electronic,Experimental,Electronic
904,1991,5,One More Try,Timmy T,https://www.youtube.com/watch?v=Q06Lg5DvMFE,Experimental,Electronic,Electronic
905,1991,6,Unbelievable,EMF,https://www.youtube.com/watch?v=sfCLt0kTd5E,Experimental,Electronic,Electronic
910,1991,11,Motownphilly,Boyz II Men,https://www.youtube.com/watch?v=Rciee-oQLoI,Electronic,Rock,Electronic
911,1991,12,Because I Love You (The Postman Song),Stevie B,https://www.youtube.com/watch?v=Xc1uQI2XmZs,Experimental,Electronic,Electronic
920,1991,21,Justify My Love,Madonna,https://www.youtube.com/watch?v=Np_Y740aReI,Electronic,Hip-Hop,Electronic
928,1991,29,Sensitivity,Ralph Tresvant,https://www.youtube.com/watch?v=-sv-obmO0uE,Experimental,Electronic,Electronic
931,1991,32,Do Anything,Natural Selection,https://www.youtube.com/watch?v=U0v_icbtspE,Experimental,Electronic,Electronic
932,1991,33,Losing My Religion,R.E.M.,https://www.youtube.com/watch?v=xwtdhWltSIg,Experimental,Electronic,Electronic
935,1991,36,Here We Go,C+C Music Factory,https://www.youtube.com/watch?v=ZEQydmaPjF0,Experimental,Electronic,Electronic
937,1991,38,Summertime,DJ Jazzy Jeff & The Fresh Prince,https://www.youtube.com/watch?v=Kr0tTbTbmVA,Experimental,Electronic,Electronic
939,1991,40,P.A.S.S.I.O.N.,Rythm Syndicate,https://www.youtube.com/watch?v=IW1pPhaqgZ0,Experimental,Electronic,Electronic
